republican.therm,democrat.therm,gender,race,partisanship,income,education,age,religion
31,81,Female,Asian,Democrat,"100,000 or more",Doctoral Degree,30,Christian
63,63,Female,Hispanic,Other,"100,000 or more",Masters Degree,36,Christian
64,76,Female,White/Caucasian,Republican,"30,000 - 39,999",Some College,57,Other
20,72,Male,White/Caucasian,Democrat,"100,000 or more",4-year College Degree,40,Athiest
100,52,Female,White/Caucasian,Republican,"40,000 - 49,999",Some College,75,Christian
82,14,Female,White/Caucasian,Republican,"60,000 - 69,999",High School / GED,62,Christian
22,82,Male,White/Caucasian,Democrat,"100,000 or more",4-year College Degree,39,Christian
60,28,Male,White/Caucasian,Republican,"Less than 30,000",High School / GED,85,Christian
90,15,Female,White/Caucasian,Republican,"30,000 - 39,999",Some College,57,Christian
28,40,Male,White/Caucasian,Republican,"40,000 - 49,999",Some College,47,Christian
51,51,Male,White/Caucasian,Republican,"100,000 or more",4-year College Degree,45,Christian
59,100,Female,Other,Democrat,"Less than 30,000",High School / GED,24,Other
61,61,Male,White/Caucasian,Democrat,"50,000 - 59,999",4-year College Degree,31,Athiest
21,82,Female,Hispanic,Democrat,"40,000 - 49,999",2-year College Degree,20,Other
7,96,Female,White/Caucasian,Democrat,"30,000 - 39,999",Some College,37,Other
0,100,Male,White/Caucasian,Democrat,"50,000 - 59,999",2-year College Degree,23,Other
7,8,Male,White/Caucasian,Republican,"30,000 - 39,999",2-year College Degree,68,Christian
0,100,Female,African American,Democrat,"70,000 - 79,999",Masters Degree,34,Christian
99,0,Male,White/Caucasian,Independent,"Less than 30,000",Some College,50,Christian
99,11,Female,Hispanic,Republican,"Less than 30,000",4-year College Degree,35,Other
33,31,Female,White/Caucasian,Independent,"50,000 - 59,999",High School / GED,61,Christian
82,71,Female,White/Caucasian,Republican,"30,000 - 39,999",4-year College Degree,55,Christian
57,82,Female,White/Caucasian,Independent,"100,000 or more",Doctoral Degree,88,Jewish
72,8,Female,White/Caucasian,Republican,"100,000 or more",2-year College Degree,41,Christian
51,85,Female,White/Caucasian,Democrat,"50,000 - 59,999",4-year College Degree,64,Christian
87,10,Female,White/Caucasian,Republican,"Less than 30,000",Some College,83,Christian
32,100,Female,Hispanic,Democrat,"100,000 or more","Professional Degree (JD, MD)",70,Other
0,99,Female,White/Caucasian,Democrat,"100,000 or more",4-year College Degree,24,Christian
100,0,Female,White/Caucasian,Republican,"100,000 or more",4-year College Degree,54,Christian
23,58,Female,Hispanic,Democrat,"Less than 30,000",4-year College Degree,26,Christian
84,29,Female,White/Caucasian,Republican,"30,000 - 39,999",2-year College Degree,55,Christian
0,56,Female,White/Caucasian,Independent,"30,000 - 39,999",4-year College Degree,57,Other
80,71,Male,Hispanic,Democrat,"Less than 30,000",High School / GED,28,Christian
10,81,Female,White/Caucasian,Democrat,"50,000 - 59,999",Masters Degree,70,Athiest
93,95,Male,White/Caucasian,Independent,"Less than 30,000",High School / GED,38,Other
58,36,Female,Hispanic,Republican,"60,000 - 69,999",4-year College Degree,25,Christian
24,66,Female,African American,Democrat,"80,000 - 89,999",4-year College Degree,67,Christian
20,42,Female,White/Caucasian,Independent,"50,000 - 59,999",Masters Degree,77,Christian
1,1,Male,Other,Other,"100,000 or more","Professional Degree (JD, MD)",49,Other
62,62,Male,White/Caucasian,Republican,"80,000 - 89,999",Some College,37,Christian
73,87,Female,Other,Democrat,"60,000 - 69,999",4-year College Degree,46,Christian
69,54,Female,White/Caucasian,Democrat,"60,000 - 69,999",High School / GED,26,Christian
68,70,Female,Other,Independent,"60,000 - 69,999",Some College,46,Other
87,73,Female,White/Caucasian,Republican,"50,000 - 59,999",High School / GED,66,Christian
54,81,Female,Asian,Democrat,"30,000 - 39,999",4-year College Degree,27,Christian
77,28,Male,White/Caucasian,Republican,"70,000 - 79,999",High School / GED,44,Christian
75,34,Male,White/Caucasian,Independent,"30,000 - 39,999",4-year College Degree,45,Other
86,11,Male,White/Caucasian,Republican,"30,000 - 39,999",High School / GED,56,Christian
93,55,Female,White/Caucasian,Republican,"Less than 30,000",High School / GED,64,Christian
100,18,Male,White/Caucasian,Republican,"50,000 - 59,999",4-year College Degree,52,Christian
7,78,Female,White/Caucasian,Democrat,"60,000 - 69,999",Masters Degree,57,Other
100,7,Female,White/Caucasian,Republican,"Less than 30,000",High School / GED,18,Athiest
36,36,Male,White/Caucasian,Independent,"90,000 - 99,999",4-year College Degree,24,Other
24,100,Male,White/Caucasian,Democrat,"Less than 30,000",High School / GED,50,Christian
100,20,Female,White/Caucasian,Republican,"70,000 - 79,999",2-year College Degree,33,Christian
63,82,Female,White/Caucasian,Other,"30,000 - 39,999",Some College,75,Christian
75,12,Male,White/Caucasian,Democrat,"100,000 or more",4-year College Degree,38,Christian
58,36,Female,Hispanic,Independent,"40,000 - 49,999",Some College,21,Other
72,29,Male,White/Caucasian,Republican,"100,000 or more",Masters Degree,75,Christian
42,76,Female,Native American,Democrat,"30,000 - 39,999",Some College,46,Christian
0,75,Male,White/Caucasian,Independent,"50,000 - 59,999",4-year College Degree,50,Athiest
53,41,Male,Pacific Islander,Independent,"Less than 30,000",Some College,75,Christian
80,17,Male,White/Caucasian,Republican,"60,000 - 69,999",High School / GED,50,Christian
78,20,Female,White/Caucasian,Independent,"Less than 30,000",4-year College Degree,25,Christian
98,0,Female,White/Caucasian,Republican,"Less than 30,000",High School / GED,76,Christian
0,63,Female,Hispanic,Other,"Less than 30,000",Some College,20,Other
79,14,Female,Asian,Republican,"100,000 or more",4-year College Degree,27,Christian
52,26,Female,Asian,Republican,"30,000 - 39,999",4-year College Degree,46,Christian
51,50,Male,White/Caucasian,Republican,"Less than 30,000",High School / GED,58,Other
78,14,Female,White/Caucasian,Independent,"100,000 or more",4-year College Degree,66,Other
0,0,Female,White/Caucasian,Republican,"Less than 30,000",Some College,51,Other
100,12,Male,Hispanic,Republican,"30,000 - 39,999",4-year College Degree,26,Christian
18,100,Male,White/Caucasian,Democrat,"100,000 or more",High School / GED,44,Athiest
2,14,Male,Other,Other,"Less than 30,000",High School / GED,42,Other
100,59,Male,White/Caucasian,Republican,"90,000 - 99,999",2-year College Degree,54,Christian
46,47,Female,White/Caucasian,Other,"Less than 30,000",High School / GED,18,Christian
38,53,Female,White/Caucasian,Other,"30,000 - 39,999",2-year College Degree,66,Christian
60,45,Male,White/Caucasian,Democrat,"Less than 30,000",High School / GED,78,Christian
16,77,Male,White/Caucasian,Democrat,"100,000 or more",Masters Degree,47,Christian
91,35,Male,White/Caucasian,Republican,"90,000 - 99,999",Masters Degree,55,Christian
0,74,Male,White/Caucasian,Independent,"90,000 - 99,999",4-year College Degree,40,Christian
92,0,Male,White/Caucasian,Republican,"50,000 - 59,999",Masters Degree,70,Christian
39,58,Female,African American,Democrat,"30,000 - 39,999",4-year College Degree,67,Christian
53,68,Female,Hispanic,Independent,"Less than 30,000",Some College,20,Christian
73,7,Male,Hispanic,Independent,"50,000 - 59,999",4-year College Degree,50,Christian
51,76,Female,White/Caucasian,Democrat,"Less than 30,000",Some College,46,Christian
58,56,Female,Asian,Independent,"100,000 or more",4-year College Degree,25,Buddhist
82,19,Male,White/Caucasian,Independent,"50,000 - 59,999",Some College,54,Christian
91,0,Male,White/Caucasian,Republican,"100,000 or more",High School / GED,52,Christian
58,35,Female,White/Caucasian,Independent,"60,000 - 69,999",4-year College Degree,57,Other
87,0,Female,White/Caucasian,Republican,"Less than 30,000",High School / GED,76,Christian
38,52,Female,Asian,Democrat,"30,000 - 39,999",Some College,24,Athiest
19,38,Female,Other,Democrat,"30,000 - 39,999",Some College,22,Other
72,71,Female,White/Caucasian,Republican,"100,000 or more",2-year College Degree,33,Christian
21,100,Female,African American,Democrat,"40,000 - 49,999",Some College,61,Christian
91,18,Male,White/Caucasian,Republican,"30,000 - 39,999",Some College,78,Christian
60,57,Female,White/Caucasian,Republican,"30,000 - 39,999",High School / GED,75,Christian
20,79,Male,White/Caucasian,Democrat,"30,000 - 39,999",High School / GED,23,Athiest
82,82,Male,White/Caucasian,Democrat,"40,000 - 49,999",High School / GED,53,Christian
53,81,Female,White/Caucasian,Democrat,"40,000 - 49,999",High School / GED,55,Christian
73,0,Female,White/Caucasian,Republican,"70,000 - 79,999",High School / GED,62,Christian
75,81,Female,White/Caucasian,Democrat,"Less than 30,000",2-year College Degree,75,Christian
60,81,Female,Asian,Democrat,"90,000 - 99,999",Some College,21,Christian
61,20,Male,White/Caucasian,Democrat,"100,000 or more",4-year College Degree,42,Muslim
94,63,Female,White/Caucasian,Independent,"Less than 30,000",High School / GED,28,Christian
79,54,Male,White/Caucasian,Republican,"Less than 30,000",Some College,54,Christian
37,100,Female,African American,Democrat,"90,000 - 99,999",High School / GED,54,Christian
50,50,Female,White/Caucasian,Republican,"Less than 30,000",Masters Degree,63,Christian
34,36,Male,Asian,Democrat,"50,000 - 59,999",2-year College Degree,22,Hindu
100,43,Female,White/Caucasian,Republican,"90,000 - 99,999",Some College,57,Christian
6,13,Male,White/Caucasian,Independent,"60,000 - 69,999",High School / GED,18,Christian
38,75,Female,White/Caucasian,Independent,"100,000 or more",Masters Degree,73,Athiest
91,23,Female,White/Caucasian,Republican,"30,000 - 39,999",Less than High School,55,Christian
52,55,Female,Pacific Islander,Democrat,"80,000 - 89,999",2-year College Degree,21,Other
51,17,Female,White/Caucasian,Republican,"50,000 - 59,999",Some College,56,Christian
36,52,Female,Asian,Republican,"70,000 - 79,999",High School / GED,26,Other
91,0,Female,White/Caucasian,Republican,"30,000 - 39,999",2-year College Degree,70,Christian
71,10,Female,White/Caucasian,Independent,"30,000 - 39,999",Masters Degree,62,Athiest
34,57,Female,White/Caucasian,Democrat,"40,000 - 49,999",Some College,48,Christian
28,50,Male,White/Caucasian,Independent,"40,000 - 49,999",High School / GED,46,Other
33,74,Male,Hispanic,Democrat,"Less than 30,000",Some College,45,Other
0,0,Female,Hispanic,Independent,"Less than 30,000",Some College,27,Christian
67,62,Male,White/Caucasian,Independent,"60,000 - 69,999",Some College,63,Christian
73,0,Male,White/Caucasian,Republican,"30,000 - 39,999",Some College,70,Christian
93,100,Female,White/Caucasian,Democrat,"40,000 - 49,999",High School / GED,55,Christian
49,0,Male,White/Caucasian,Republican,"Less than 30,000",High School / GED,21,Christian
77,87,Female,White/Caucasian,Republican,"Less than 30,000",4-year College Degree,60,Christian
60,61,Female,White/Caucasian,Democrat,"40,000 - 49,999",High School / GED,57,Christian
81,15,Female,White/Caucasian,Republican,"30,000 - 39,999",Masters Degree,60,Christian
50,46,Male,White/Caucasian,Republican,"40,000 - 49,999",High School / GED,19,Christian
77,0,Male,White/Caucasian,Republican,"30,000 - 39,999",2-year College Degree,69,Christian
50,41,Female,Asian,Democrat,"30,000 - 39,999",High School / GED,29,Buddhist
56,89,Female,African American,Democrat,"Less than 30,000",2-year College Degree,44,Christian
30,73,Female,White/Caucasian,Democrat,"Less than 30,000",Some College,56,Christian
29,68,Female,Asian,Democrat,"60,000 - 69,999",4-year College Degree,22,Athiest
0,99,Male,White/Caucasian,Democrat,"50,000 - 59,999",Doctoral Degree,72,Other
91,35,Female,White/Caucasian,Republican,"100,000 or more",4-year College Degree,60,Christian
99,13,Female,African American,Democrat,"Less than 30,000",2-year College Degree,46,Christian
92,57,Female,White/Caucasian,Republican,"30,000 - 39,999",2-year College Degree,56,Christian
45,47,Male,Other,Other,"Less than 30,000",Some College,41,Christian
53,84,Female,White/Caucasian,Democrat,"Less than 30,000",High School / GED,59,Christian
75,32,Female,Other,Other,"Less than 30,000",4-year College Degree,34,Christian
66,89,Male,White/Caucasian,Democrat,"50,000 - 59,999",Some College,52,Other
52,52,Male,White/Caucasian,Democrat,"Less than 30,000",High School / GED,48,Christian
46,49,Female,African American,Democrat,"80,000 - 89,999",Masters Degree,40,Christian
58,30,Male,White/Caucasian,Independent,"90,000 - 99,999",2-year College Degree,31,Christian
52,52,Female,Hispanic,Other,"80,000 - 89,999",2-year College Degree,31,Christian
23,11,Female,White/Caucasian,Independent,"60,000 - 69,999",2-year College Degree,43,Christian
53,68,Female,Other,Democrat,"50,000 - 59,999",High School / GED,31,Christian
42,42,Male,White/Caucasian,Republican,"100,000 or more",Masters Degree,33,Christian
23,93,Male,White/Caucasian,Democrat,"100,000 or more",High School / GED,60,Christian
100,0,Male,White/Caucasian,Republican,"100,000 or more",Some College,39,Athiest
100,100,Male,White/Caucasian,Democrat,"50,000 - 59,999",Some College,37,Christian
88,67,Female,Native American,Republican,"100,000 or more",Some College,44,Christian
34,71,Female,Asian,Democrat,"30,000 - 39,999",4-year College Degree,22,Buddhist
20,84,Male,Hispanic,Democrat,"Less than 30,000",High School / GED,38,Christian
93,51,Male,White/Caucasian,Republican,"100,000 or more",4-year College Degree,31,Other
41,83,Female,White/Caucasian,Democrat,"100,000 or more",Some College,70,Christian
66,56,Male,White/Caucasian,Independent,"30,000 - 39,999",Some College,63,Christian
51,52,Female,White/Caucasian,Independent,"Less than 30,000",Some College,70,Christian
44,54,Female,White/Caucasian,Independent,"Less than 30,000",Some College,31,Christian
87,67,Female,White/Caucasian,Republican,"70,000 - 79,999",High School / GED,54,Christian
23,76,Male,White/Caucasian,Democrat,"50,000 - 59,999",Some College,73,Christian
52,51,Male,White/Caucasian,Independent,"60,000 - 69,999",4-year College Degree,36,Christian
0,98,Female,White/Caucasian,Democrat,"50,000 - 59,999",Some College,29,Christian
57,56,Female,White/Caucasian,Republican,"30,000 - 39,999",Some College,56,Christian
27,89,Female,White/Caucasian,Democrat,"60,000 - 69,999",4-year College Degree,63,Christian
4,93,Female,White/Caucasian,Democrat,"60,000 - 69,999",Masters Degree,70,Athiest
80,62,Male,White/Caucasian,Republican,"100,000 or more",High School / GED,46,Christian
68,41,Female,White/Caucasian,Republican,"100,000 or more",4-year College Degree,45,Christian
80,7,Male,White/Caucasian,Republican,"30,000 - 39,999",Some College,47,Christian
24,82,Female,White/Caucasian,Democrat,"Less than 30,000",4-year College Degree,57,Christian
67,95,Male,White/Caucasian,Republican,"100,000 or more",Masters Degree,41,Other
100,0,Female,White/Caucasian,Republican,"100,000 or more",Some College,56,Christian
56,51,Male,White/Caucasian,Republican,"70,000 - 79,999",Some College,38,Christian
34,55,Male,White/Caucasian,Independent,"Less than 30,000",Masters Degree,47,Christian
72,36,Male,African American,Republican,"70,000 - 79,999",High School / GED,29,Other
73,44,Female,White/Caucasian,Republican,"Less than 30,000",Some College,77,Christian
100,100,Female,Other,Other,"Less than 30,000",2-year College Degree,27,Athiest
37,74,Female,White/Caucasian,Democrat,"Less than 30,000",Less than High School,50,Christian
